ENSEMBL_ID	symbol
ENSG00000226296	NA
ENSG00000226297	NA
ENSG00000226298	NA
ENSG00000226299	NA
ENSG00000226301	NA
ENSG00000226302	NA
ENSG00000226303	NA
ENSG00000226304	LOC101929073
ENSG00000226306	NPY6R
ENSG00000226307	NA
ENSG00000226308	NA
ENSG00000226309	NA
ENSG00000226310	NA
ENSG00000226312	CFLAR-AS1
ENSG00000226313	NA
ENSG00000226314	ZNF192P1
ENSG00000226317	LINC00351
ENSG00000226318	NA
ENSG00000226320	NA
ENSG00000226321	CROCC2
ENSG00000226323	NA
ENSG00000226324	NA
ENSG00000226327	NA
ENSG00000226328	NUP50-DT
ENSG00000226329	NA
ENSG00000226330	NA
ENSG00000226331	NA
ENSG00000226332	NA
ENSG00000226334	NA
ENSG00000226335	NA
ENSG00000226336	NA
ENSG00000226337	LOC105376072
ENSG00000226338	NA
ENSG00000226339	NA
ENSG00000226340	NA
ENSG00000226341	NA
ENSG00000226342	NA
ENSG00000226343	NA
ENSG00000226344	NA
ENSG00000226345	NA
ENSG00000226347	OR2J2
ENSG00000226348	NA
ENSG00000226349	NA
ENSG00000226352	NA
ENSG00000226353	NA
ENSG00000226354	NA
ENSG00000226355	NA
ENSG00000226356	NA
ENSG00000226358	NA
ENSG00000226359	NA
ENSG00000226360	NA
ENSG00000226361	NA
ENSG00000226362	NA
ENSG00000226363	NA
ENSG00000226364	LINC02089
ENSG00000226365	NA
ENSG00000226366	NA
ENSG00000226367	ST7-AS2
ENSG00000226368	NA
ENSG00000226369	NA
ENSG00000226370	LINC00375
ENSG00000226372	DCAF8L1
ENSG00000226374	LINC01345
ENSG00000226375	NA
ENSG00000226376	NA
ENSG00000226377	NA
ENSG00000226378	HLA-F-AS1
ENSG00000226379	NA
ENSG00000226380	LINC-PINT
ENSG00000226381	NA
ENSG00000226383	LINC01876
ENSG00000226384	GTF2H4
ENSG00000226386	PARD3-AS1
ENSG00000226387	SORCS3-AS1
ENSG00000226388	NA
ENSG00000226389	NA
ENSG00000226390	NA
ENSG00000226392	NA
ENSG00000226393	NA
ENSG00000226394	NA
ENSG00000226395	NA
ENSG00000226396	NA
ENSG00000226397	C12orf77
ENSG00000226398	NA
ENSG00000226400	NA
ENSG00000226401	NA
ENSG00000226402	TRIM31
ENSG00000226403	NA
ENSG00000226404	LY6G5C
ENSG00000226405	NA
ENSG00000226406	NA
ENSG00000226407	NA
ENSG00000226408	NA
ENSG00000226409	NA
ENSG00000226410	NA
ENSG00000226411	NA
ENSG00000226412	LOC105376490
ENSG00000226413	NA
ENSG00000226414	NA
ENSG00000226415	NA
ENSG00000226416	MRPL23-AS1
ENSG00000226417	CLIC1
ENSG00000226419	SLC16A1-AS1
ENSG00000226420	NA
ENSG00000226421	NA
ENSG00000226422	PSORS1C3
ENSG00000226423	NA
ENSG00000226425	NA
ENSG00000226426	NA
ENSG00000226427	NA
ENSG00000226428	NA
ENSG00000226429	NA
ENSG00000226430	USP17L7
ENSG00000226431	NA
ENSG00000226432	NA
ENSG00000226433	NA
ENSG00000226434	NA
ENSG00000226435	ANKRD18DP
ENSG00000226436	NA
ENSG00000226437	TRIM39
ENSG00000226438	NA
ENSG00000226439	NA
ENSG00000226440	NA
ENSG00000226441	NA
ENSG00000226442	NA
ENSG00000226443	NA
ENSG00000226444	NA
ENSG00000226445	LOC101929523
ENSG00000226446	NA
ENSG00000226447	NA
ENSG00000226448	NA
ENSG00000226449	NA
ENSG00000226450	NA
ENSG00000226453	NA
ENSG00000226454	LRFN2
ENSG00000226455	NA
ENSG00000226457	NA
ENSG00000226461	NA
ENSG00000226462	NA
ENSG00000226463	OR2W1
ENSG00000226465	NA
ENSG00000226466	NA
ENSG00000226467	AGPAT1
ENSG00000226468	NA
ENSG00000226469	NA
ENSG00000226470	NA
ENSG00000226471	NA
ENSG00000226472	NA
ENSG00000226473	NA
ENSG00000226474	NA
ENSG00000226476	LINC01748
ENSG00000226477	NA
ENSG00000226478	NA
ENSG00000226479	TMEM185B
ENSG00000226480	NA
ENSG00000226481	NA
ENSG00000226482	ADIPOQ-AS1
ENSG00000226483	NA
ENSG00000226484	LOC101928627
ENSG00000226485	NA
ENSG00000226486	NA
ENSG00000226487	NA
ENSG00000226488	LINC01824
ENSG00000226489	NA
ENSG00000226490	NA
ENSG00000226491	NA
ENSG00000226492	CUTA
ENSG00000226493	NA
ENSG00000226494	NA
ENSG00000226496	LINC00323
ENSG00000226497	LINC02549
ENSG00000226498	NA
ENSG00000226499	NA
ENSG00000226500	NA
ENSG00000226501	NA
ENSG00000226502	NA
ENSG00000226504	NA
ENSG00000226505	NA
ENSG00000226506	LOC101929551
ENSG00000226507	NA
ENSG00000226508	LINC01918
ENSG00000226509	NA
ENSG00000226510	UPK1A-AS1
ENSG00000226513	NA
ENSG00000226515	NA
ENSG00000226516	FAM138B
ENSG00000226517	NA
ENSG00000226519	NA
ENSG00000226520	NA
ENSG00000226521	LOC100287072
ENSG00000226522	NA
ENSG00000226523	NA
ENSG00000226524	NA
ENSG00000226525	NA
ENSG00000226526	NA
ENSG00000226527	LOC101928107
ENSG00000226529	NA
ENSG00000226530	NA
ENSG00000226531	C6orf47
ENSG00000226532	NA
ENSG00000226533	BTBD9-AS1
ENSG00000226534	NA
ENSG00000226535	NA
ENSG00000226536	NA
ENSG00000226537	NA
ENSG00000226538	NA
ENSG00000226539	NA
ENSG00000226540	NA
ENSG00000226541	NA
ENSG00000226542	NA
ENSG00000226543	NA
ENSG00000226544	NA
ENSG00000226545	NA
ENSG00000226546	NA
ENSG00000226547	NA
ENSG00000226548	NA
ENSG00000226549	NA
ENSG00000226550	LOC102725019
ENSG00000226552	NA
ENSG00000226553	NA
ENSG00000226554	NA
ENSG00000226555	NA
ENSG00000226556	NA
ENSG00000226557	NA
ENSG00000226558	NA
ENSG00000226560	C2
ENSG00000226562	NA
ENSG00000226563	NA
ENSG00000226564	NA
ENSG00000226565	NA
ENSG00000226566	NA
ENSG00000226567	LINC00606
ENSG00000226570	NA
ENSG00000226571	NA
ENSG00000226572	SNORD57
ENSG00000226573	NA
ENSG00000226574	NA
ENSG00000226575	NA
ENSG00000226576	NA
ENSG00000226577	NA
ENSG00000226578	NA
ENSG00000226579	NA
ENSG00000226580	NA
ENSG00000226581	LOC107986806
ENSG00000226582	NA
ENSG00000226586	HLA-J
ENSG00000226587	NA
ENSG00000226589	VARS
ENSG00000226590	NA
ENSG00000226591	NA
ENSG00000226592	NA
ENSG00000226594	NA
ENSG00000226595	NA
ENSG00000226597	NA
ENSG00000226598	NA
ENSG00000226599	NA
ENSG00000226600	CT47A9
ENSG00000226601	NA
ENSG00000226603	LY6G6D
ENSG00000226604	NA
ENSG00000226605	NA
ENSG00000226608	NA
ENSG00000226609	NA
ENSG00000226610	NA
ENSG00000226611	NA
ENSG00000226613	NA
ENSG00000226614	SLC39A7
ENSG00000226615	NA
ENSG00000226616	NA
ENSG00000226617	NA
ENSG00000226618	PRRC2A
ENSG00000226619	NA
ENSG00000226620	LINC00343
ENSG00000226621	NA
ENSG00000226622	NA
ENSG00000226624	NA
ENSG00000226625	NA
ENSG00000226626	NA
ENSG00000226627	SHANK2-AS1
ENSG00000226629	LINC00974
ENSG00000226631	NA
ENSG00000226632	NA
ENSG00000226633	NA
ENSG00000226634	DDAH2
ENSG00000226636	NA
ENSG00000226637	NA
ENSG00000226640	NA
ENSG00000226641	NA
ENSG00000226642	NA
ENSG00000226643	NA
ENSG00000226644	LOC388780
ENSG00000226645	NA
ENSG00000226646	NA
ENSG00000226647	NA
ENSG00000226648	PLCG1-AS1
ENSG00000226649	NA
ENSG00000226650	KIF4B
ENSG00000226651	CLIC1
ENSG00000226652	NA
ENSG00000226653	NA
ENSG00000226655	NA
ENSG00000226657	NA
ENSG00000226658	NA
ENSG00000226659	LOC101929574
ENSG00000226660	NA
ENSG00000226661	NA
ENSG00000226662	NA
ENSG00000226663	NA
ENSG00000226664	NA
ENSG00000226665	NA
ENSG00000226666	NA
ENSG00000226667	NA
ENSG00000226668	LOC642943
ENSG00000226669	NA
ENSG00000226670	NA
ENSG00000226671	NA
ENSG00000226673	LINC01108
ENSG00000226674	TEX41
ENSG00000226675	NA
ENSG00000226676	LOC105378385
ENSG00000226677	NA
ENSG00000226679	NA
ENSG00000226680	NA
ENSG00000226681	NA
ENSG00000226683	NA
ENSG00000226684	NA
ENSG00000226685	CT47A12
ENSG00000226686	LINC01535
ENSG00000226687	LINC01015
ENSG00000226688	ENTPD1-AS1
ENSG00000226690	LOC102725191
ENSG00000226691	NA
ENSG00000226693	NA
ENSG00000226694	NA
ENSG00000226695	NA
ENSG00000226696	LENG8-AS1
ENSG00000226698	NA
ENSG00000226699	NA
ENSG00000226700	NA
ENSG00000226701	NA
ENSG00000226702	MIR217HG
ENSG00000226703	NA
ENSG00000226704	HSPA1L
ENSG00000226705	NA
ENSG00000226706	LOC101928525
ENSG00000226707	NA
ENSG00000226708	NA
ENSG00000226709	NA
ENSG00000226710	C6orf48
ENSG00000226711	FAM66C
ENSG00000226713	NA
ENSG00000226714	NA
ENSG00000226715	LINC01709
ENSG00000226716	NA
ENSG00000226717	PTPRD-AS2
ENSG00000226718	NA
ENSG00000226721	NA
ENSG00000226722	LINC00424
ENSG00000226723	NA
ENSG00000226724	NA
ENSG00000226725	PABPC1L2B-AS1
ENSG00000226726	NA
ENSG00000226727	NA
ENSG00000226729	NA
ENSG00000226732	NA
ENSG00000226733	NA
ENSG00000226734	NA
ENSG00000226736	NA
ENSG00000226738	NA
ENSG00000226739	NA
ENSG00000226740	NA
ENSG00000226741	LINC02554
ENSG00000226742	HSBP1L1
ENSG00000226744	NA
ENSG00000226745	NA
ENSG00000226746	SMCR5
ENSG00000226747	FSIP2-AS2
ENSG00000226750	NA
ENSG00000226751	NA
ENSG00000226752	CUTALP
ENSG00000226753	NA
ENSG00000226754	LOC100507564
ENSG00000226755	NA
ENSG00000226756	NA
ENSG00000226757	PP12613
ENSG00000226758	DISC1-IT1
ENSG00000226759	DAB1-AS1
ENSG00000226761	TAS2R46
ENSG00000226762	LOC105376354
ENSG00000226763	SRRM5
ENSG00000226764	NA
ENSG00000226765	NA
ENSG00000226766	NA
ENSG00000226767	NA
ENSG00000226768	LINC01149
ENSG00000226769	NA
ENSG00000226770	LOC100506682
ENSG00000226771	NA
ENSG00000226772	NA
ENSG00000226773	NA
ENSG00000226774	NA
ENSG00000226776	NA
ENSG00000226777	FAM30A
ENSG00000226779	NAALADL2-AS2
ENSG00000226780	NA
ENSG00000226781	NA
ENSG00000226782	NA
ENSG00000226783	NA
ENSG00000226784	PGAM4
ENSG00000226785	NA
ENSG00000226786	NA
ENSG00000226788	RING1
ENSG00000226789	NA
ENSG00000226790	NA
ENSG00000226791	LINC02611
ENSG00000226792	C13orf42
ENSG00000226794	NA
ENSG00000226795	NA
ENSG00000226796	NA
ENSG00000226797	NA
ENSG00000226798	LOC105376105
ENSG00000226799	LOC101929006
ENSG00000226800	CACTIN-AS1
ENSG00000226801	NA
ENSG00000226802	NA
ENSG00000226803	ZNF451-AS1
ENSG00000226804	NA
ENSG00000226806	LOC100507600
ENSG00000226807	MROH5
ENSG00000226808	LINC00619
ENSG00000226810	NA
ENSG00000226812	LOC105372629
ENSG00000226813	LINC01941
ENSG00000226814	NA
ENSG00000226816	NA
ENSG00000226818	NA
ENSG00000226819	MEIS1-AS3
ENSG00000226820	NA
ENSG00000226822	NA
ENSG00000226823	NA
ENSG00000226824	LOC100996437
ENSG00000226825	NA
ENSG00000226826	HLA-DPB1
ENSG00000226827	NA
ENSG00000226828	LOC339529
ENSG00000226829	NA
ENSG00000226831	NA
ENSG00000226832	OR2B3
ENSG00000226833	LOC100505774
ENSG00000226834	NA
ENSG00000226835	LOC107985092
ENSG00000226836	NA
ENSG00000226837	NA
ENSG00000226838	NA
ENSG00000226839	NA
ENSG00000226840	NA
ENSG00000226841	MCCD1
ENSG00000226842	NA
ENSG00000226843	NA
ENSG00000226844	NA
ENSG00000226845	NA
ENSG00000226846	LINC00348
ENSG00000226847	NA
ENSG00000226849	NA
ENSG00000226850	ATP6V1G2
ENSG00000226851	NA
ENSG00000226852	NA
ENSG00000226853	NA
ENSG00000226854	NA
ENSG00000226855	NA
ENSG00000226856	THORLNC
ENSG00000226857	NA
ENSG00000226858	ZFP57
ENSG00000226859	NA
ENSG00000226860	NA
ENSG00000226861	NA
ENSG00000226862	NA
ENSG00000226863	NA
ENSG00000226864	ATE1-AS1
ENSG00000226867	NA
ENSG00000226868	NA
ENSG00000226869	LHFPL3-AS1
ENSG00000226870	NA
ENSG00000226871	NA
ENSG00000226872	NA
ENSG00000226873	NA
ENSG00000226874	NA
ENSG00000226875	NA
ENSG00000226876	NA
ENSG00000226877	NA
ENSG00000226878	NA
ENSG00000226879	NA
ENSG00000226880	NA
ENSG00000226881	NA
ENSG00000226882	GNL1
ENSG00000226883	NA
ENSG00000226884	NA
ENSG00000226885	NA
ENSG00000226886	NA
ENSG00000226887	ERVMER34-1
ENSG00000226888	NA
ENSG00000226889	NA
ENSG00000226890	NA
ENSG00000226891	LINC01359
ENSG00000226892	TSBP1
ENSG00000226893	HLA-H
ENSG00000226894	NA
ENSG00000226896	NA
ENSG00000226897	NA
ENSG00000226898	UBD
ENSG00000226899	NA
ENSG00000226900	NA
ENSG00000226902	NA
ENSG00000226903	NA
ENSG00000226904	NA
ENSG00000226905	NA
ENSG00000226906	TTTY4
ENSG00000226907	NA
ENSG00000226908	NA
ENSG00000226912	NA
ENSG00000226913	BSN-DT
ENSG00000226914	NA
ENSG00000226915	NA
ENSG00000226916	WDR46
ENSG00000226917	LINC01276
ENSG00000226918	NA
ENSG00000226919	NA
ENSG00000226920	NA
ENSG00000226921	LINC00454
ENSG00000226923	MCCD1
ENSG00000226925	NA
ENSG00000226926	NA
ENSG00000226927	NA
ENSG00000226928	NA
ENSG00000226929	CT47A11
ENSG00000226930	NA
ENSG00000226931	OR2J1
ENSG00000226932	NA
ENSG00000226933	NA
ENSG00000226935	LINC00161
ENSG00000226936	B3GALT4
ENSG00000226937	NA
ENSG00000226938	NA
ENSG00000226939	NA
ENSG00000226940	NA
ENSG00000226941	RBMY1J
ENSG00000226942	NA
ENSG00000226943	NA
ENSG00000226944	LOC102724450
ENSG00000226945	NA
ENSG00000226946	NA
ENSG00000226947	NA
ENSG00000226948	NA
ENSG00000226949	NA
ENSG00000226950	DANCR
ENSG00000226952	NA
ENSG00000226953	NCKAP5-AS2
ENSG00000226954	NA
ENSG00000226955	NA
ENSG00000226956	NA
ENSG00000226957	NA
ENSG00000226958	NA
ENSG00000226960	NA
ENSG00000226961	NA
ENSG00000226962	NA
ENSG00000226963	NA
ENSG00000226964	NA
ENSG00000226965	LOC105375451
ENSG00000226967	NA
ENSG00000226968	LINC00423
ENSG00000226969	LOC105378591
ENSG00000226970	NA
ENSG00000226971	NA
ENSG00000226972	NA
ENSG00000226973	NA
ENSG00000226974	NA
ENSG00000226975	NA
ENSG00000226976	NA
ENSG00000226977	NA
ENSG00000226978	MAGI2-AS2
ENSG00000226979	LTA
ENSG00000226981	NA
ENSG00000226982	NA
ENSG00000226983	LINC01692
ENSG00000226984	NA
ENSG00000226985	LINC01203
ENSG00000226986	NA
ENSG00000226987	NA
ENSG00000226989	NA
ENSG00000226990	NA
ENSG00000226991	NA
ENSG00000226992	NA
ENSG00000226993	NA
ENSG00000226994	NA
ENSG00000226995	LINC00658
ENSG00000226996	NA
ENSG00000226998	NA
ENSG00000226999	NA
ENSG00000227000	NA
ENSG00000227001	NA
ENSG00000227002	NA
ENSG00000227004	NA
ENSG00000227005	NA
ENSG00000227006	NA
ENSG00000227007	LINC01247
ENSG00000227008	NA
ENSG00000227009	NA
ENSG00000227011	C17orf112
ENSG00000227012	NA
ENSG00000227013	NA
ENSG00000227014	NA
ENSG00000227015	NA
ENSG00000227016	NA
ENSG00000227017	NA
ENSG00000227018	NA
ENSG00000227019	NA
ENSG00000227021	NA
ENSG00000227023	NA
ENSG00000227025	NA
ENSG00000227027	NA
ENSG00000227028	SLC8A1-AS1
ENSG00000227029	NA
ENSG00000227030	NA
ENSG00000227032	NA
ENSG00000227033	NA
ENSG00000227034	NA
ENSG00000227035	NA
ENSG00000227036	LINC00511
ENSG00000227038	GTF2IP7
ENSG00000227039	ITGB2-AS1
ENSG00000227040	NA
ENSG00000227042	NA
ENSG00000227043	LINC01682
ENSG00000227044	OR2H2
ENSG00000227045	NA
ENSG00000227046	DAXX
ENSG00000227047	NA
ENSG00000227048	NA
ENSG00000227050	NA
ENSG00000227051	C14orf132
ENSG00000227053	LOC102724094
ENSG00000227054	NA
ENSG00000227055	NA
ENSG00000227056	NA
ENSG00000227057	WDR46
ENSG00000227058	NA
ENSG00000227059	ANHX
ENSG00000227060	LINC00629
ENSG00000227061	NA
ENSG00000227062	NA
ENSG00000227063	NA
ENSG00000227064	NA
ENSG00000227066	NA
ENSG00000227067	NA
ENSG00000227068	LOC105376272
ENSG00000227069	NA
ENSG00000227070	NA
ENSG00000227071	FOCAD-AS1
ENSG00000227072	NA
ENSG00000227073	NA
ENSG00000227074	SAPCD1
ENSG00000227075	NA
ENSG00000227076	NA
ENSG00000227077	NA
ENSG00000227078	LINC02094
ENSG00000227080	NA
ENSG00000227081	NA
ENSG00000227082	LOC107985194
ENSG00000227083	NA
ENSG00000227084	NA
ENSG00000227087	NA
ENSG00000227088	NA
ENSG00000227089	NA
ENSG00000227090	NA
ENSG00000227091	NA
ENSG00000227094	NA
ENSG00000227096	NA
ENSG00000227097	NA
ENSG00000227098	NA
ENSG00000227099	NA
ENSG00000227100	NA
ENSG00000227101	NA
ENSG00000227102	NA
ENSG00000227104	NA
ENSG00000227105	NA
ENSG00000227107	NA
ENSG00000227108	NA
ENSG00000227109	NA
ENSG00000227110	LMCD1-AS1
ENSG00000227112	NA
ENSG00000227113	NA
ENSG00000227114	NA
ENSG00000227115	LINC01630
ENSG00000227116	NA
ENSG00000227117	HORMAD2-AS1
ENSG00000227118	NA
ENSG00000227120	NA
ENSG00000227121	NA
ENSG00000227122	PRRT1
ENSG00000227123	NA
ENSG00000227124	ZNF717
ENSG00000227125	NA
ENSG00000227128	LBX1-AS1
ENSG00000227129	NEU1
ENSG00000227131	LOC105375050
ENSG00000227132	NA
ENSG00000227133	NA
ENSG00000227134	NA
ENSG00000227135	NA
ENSG00000227136	NA
ENSG00000227137	OR5V1
ENSG00000227138	NA
ENSG00000227139	NA
ENSG00000227140	USP17L5
ENSG00000227141	NA
ENSG00000227143	LINC01153
ENSG00000227144	VWA7
ENSG00000227145	IL21-AS1
ENSG00000227147	TRIM15
ENSG00000227148	NA
ENSG00000227149	NA
ENSG00000227150	NA
ENSG00000227151	PRR20D
ENSG00000227152	OR2T7
ENSG00000227154	NA
ENSG00000227155	NA
ENSG00000227157	NA
ENSG00000227158	NA
ENSG00000227159	NA
ENSG00000227160	NA
ENSG00000227161	NA
ENSG00000227163	NA
ENSG00000227164	NA
ENSG00000227165	WDR11-AS1
ENSG00000227166	NA
ENSG00000227167	NA
ENSG00000227168	NA
ENSG00000227169	NA
ENSG00000227170	NA
ENSG00000227171	RNF39
ENSG00000227172	NA
ENSG00000227173	NA
ENSG00000227175	LOC105376421
ENSG00000227176	NA
ENSG00000227177	NA
ENSG00000227178	LOC101929006
ENSG00000227179	PGCP1
ENSG00000227180	NA
ENSG00000227181	LINC01688
ENSG00000227182	NA
ENSG00000227183	NA
ENSG00000227184	NA
ENSG00000227185	NA
ENSG00000227186	NA
ENSG00000227187	NA
ENSG00000227188	MGAT3-AS1
ENSG00000227189	NA
ENSG00000227191	NA
ENSG00000227192	NA
ENSG00000227193	NA
ENSG00000227194	NA
ENSG00000227195	MIR663AHG
ENSG00000227196	NA
ENSG00000227197	NA
ENSG00000227198	NA
ENSG00000227199	ST7-AS1
ENSG00000227200	NA
ENSG00000227201	NA
ENSG00000227203	NA
ENSG00000227204	NA
ENSG00000227205	NA
ENSG00000227206	NA
ENSG00000227207	NA
ENSG00000227208	NA
ENSG00000227209	NA
ENSG00000227210	LOC101928222
ENSG00000227211	NA
ENSG00000227212	NA
ENSG00000227213	SPATA13-AS1
ENSG00000227214	NA
ENSG00000227215	NA
ENSG00000227216	NA
ENSG00000227217	NA
ENSG00000227218	NA
ENSG00000227220	NA
ENSG00000227222	DHX16
ENSG00000227224	NA
ENSG00000227225	NA
ENSG00000227227	NA
ENSG00000227228	NA
ENSG00000227230	NA
ENSG00000227231	IER3
ENSG00000227232	WASH7P
ENSG00000227233	NA
ENSG00000227234	SPANXB1
ENSG00000227236	NA
ENSG00000227237	NA
ENSG00000227238	NA
ENSG00000227239	NA
ENSG00000227240	NA
ENSG00000227241	NA
ENSG00000227242	NA
ENSG00000227243	NA
ENSG00000227244	LINC00845
ENSG00000227245	NA
ENSG00000227246	PSORS1C2
ENSG00000227247	NA
ENSG00000227248	NA
ENSG00000227249	NA
ENSG00000227251	NA
ENSG00000227252	NA
ENSG00000227253	NA
ENSG00000227254	NA
ENSG00000227255	CDRT15P2
ENSG00000227256	NA
ENSG00000227257	NA
ENSG00000227258	SMIM2-AS1
ENSG00000227259	NA
ENSG00000227260	NA
ENSG00000227261	NA
ENSG00000227262	NA
ENSG00000227264	ACTR3BP5
ENSG00000227265	NA
ENSG00000227267	NA
ENSG00000227268	KLLN
ENSG00000227269	NA
ENSG00000227270	NA
ENSG00000227271	NA
ENSG00000227274	LOC101928418
ENSG00000227275	NA
ENSG00000227277	RNF5
ENSG00000227278	NA
ENSG00000227279	NA
ENSG00000227282	NA
ENSG00000227283	NA
ENSG00000227284	NA
ENSG00000227285	NA
ENSG00000227286	NA
ENSG00000227288	NA
ENSG00000227289	NA
ENSG00000227290	LINC01364
ENSG00000227291	NA
ENSG00000227292	NA
ENSG00000227293	NA
ENSG00000227294	NA
ENSG00000227295	NA
ENSG00000227296	HLA-H
ENSG00000227297	NA
ENSG00000227298	NA
ENSG00000227300	NA
ENSG00000227301	NA
ENSG00000227302	NA
ENSG00000227303	NA
ENSG00000227304	NA
ENSG00000227305	NA
ENSG00000227306	LOC100505570
ENSG00000227307	NA
ENSG00000227308	LOC105373886
ENSG00000227309	NA
ENSG00000227310	NA
ENSG00000227311	NA
ENSG00000227312	NA
ENSG00000227313	LOC105376495
ENSG00000227314	MSH5
ENSG00000227315	NEU1
ENSG00000227317	DDAH2
ENSG00000227318	NA
ENSG00000227319	NA
ENSG00000227321	NA
ENSG00000227322	RXRB
ENSG00000227325	NA
ENSG00000227326	NA
ENSG00000227329	NA
ENSG00000227330	NA
ENSG00000227331	NA
ENSG00000227332	NA
ENSG00000227333	EHMT2
ENSG00000227334	NA
ENSG00000227335	NA
ENSG00000227336	NA
ENSG00000227337	NA
ENSG00000227338	NA
ENSG00000227339	NA
ENSG00000227342	LINC00307
ENSG00000227343	NA
ENSG00000227344	NA
ENSG00000227345	PARG
ENSG00000227347	NA
ENSG00000227348	NA
ENSG00000227349	NA
ENSG00000227350	NA
ENSG00000227351	NA
ENSG00000227352	NA
ENSG00000227353	NA
ENSG00000227354	RBM26-AS1
ENSG00000227355	LOC102723324
ENSG00000227356	LINC00866
ENSG00000227357	HLA-DRB4
ENSG00000227358	NA
ENSG00000227359	NA
ENSG00000227360	NA
ENSG00000227361	NA
ENSG00000227363	NA
ENSG00000227364	NA
ENSG00000227365	NA
ENSG00000227366	NA
ENSG00000227367	NA
ENSG00000227368	NA
ENSG00000227370	NA
ENSG00000227371	NA
ENSG00000227372	TP73-AS1
ENSG00000227373	LOC102724601
ENSG00000227374	NA
ENSG00000227375	DLG1-AS1
ENSG00000227376	NA
ENSG00000227379	NA
ENSG00000227380	NA
ENSG00000227382	NA
ENSG00000227383	NA
ENSG00000227384	NA
ENSG00000227386	NA
ENSG00000227388	NA
ENSG00000227389	NA
ENSG00000227391	NA
ENSG00000227392	HPN-AS1
ENSG00000227393	NA
ENSG00000227394	NA
ENSG00000227395	NA
ENSG00000227397	NA
ENSG00000227398	KIF9-AS1
ENSG00000227399	NA
ENSG00000227400	NA
ENSG00000227401	NA
ENSG00000227402	SLC39A7
ENSG00000227403	LINC01806
ENSG00000227404	NA
ENSG00000227405	NA
ENSG00000227406	NA
ENSG00000227407	NA
ENSG00000227408	NA
ENSG00000227409	ZMYM4-AS1
ENSG00000227411	NA
ENSG00000227412	NA
ENSG00000227413	NA
ENSG00000227415	NA
ENSG00000227416	NA
ENSG00000227417	NA
ENSG00000227418	PCGEM1
ENSG00000227420	MRPS18B
ENSG00000227421	NA
ENSG00000227422	NA
ENSG00000227423	NA
ENSG00000227425	NA
ENSG00000227426	NA
ENSG00000227427	NA
ENSG00000227429	HCP5
ENSG00000227430	NA
ENSG00000227431	CSE1L-AS1
ENSG00000227432	NA
ENSG00000227433	NA
ENSG00000227434	NA
ENSG00000227435	NA
ENSG00000227436	NA
ENSG00000227437	NA
ENSG00000227438	NA
ENSG00000227439	TTTY17B
ENSG00000227440	NA
ENSG00000227442	NA
ENSG00000227443	NA
ENSG00000227444	NA
ENSG00000227445	NA
ENSG00000227446	OR12D2
ENSG00000227447	NA
ENSG00000227448	NA
ENSG00000227449	FGF7P6
ENSG00000227450	NA
ENSG00000227453	NA
ENSG00000227454	NA
ENSG00000227455	NA
ENSG00000227456	LINC00310
ENSG00000227458	TRIM40
ENSG00000227459	NA
ENSG00000227460	SYNGAP1
ENSG00000227462	NA
ENSG00000227463	LOC101927575
ENSG00000227465	NA
ENSG00000227466	LOC101927139
ENSG00000227467	LINC01537
ENSG00000227468	NA
ENSG00000227469	NA
ENSG00000227470	NA
ENSG00000227471	AKR1B15
ENSG00000227472	TRIM10
ENSG00000227473	NA
ENSG00000227474	NA
ENSG00000227475	NA
ENSG00000227477	STK4-AS1
ENSG00000227479	NA
ENSG00000227480	CCDC148-AS1
ENSG00000227481	NA
ENSG00000227482	NA
ENSG00000227484	NA
ENSG00000227485	NA
ENSG00000227486	NA
ENSG00000227487	NCAM1-AS1
ENSG00000227488	GAGE12D
ENSG00000227489	NA
ENSG00000227490	NA
ENSG00000227491	NA
ENSG00000227492	NA
ENSG00000227493	NA
ENSG00000227494	NA
ENSG00000227495	LOC102724009
ENSG00000227496	NA
ENSG00000227497	NA
ENSG00000227498	NA
ENSG00000227499	NA
ENSG00000227500	SCAMP4
ENSG00000227502	LINC01268
ENSG00000227505	NA
ENSG00000227506	MUC21
ENSG00000227507	LTB
ENSG00000227508	NA
ENSG00000227509	NA
ENSG00000227510	LINC01442
ENSG00000227511	NA
ENSG00000227512	NA
ENSG00000227513	NA
ENSG00000227514	NA
ENSG00000227515	NA
ENSG00000227516	NA
ENSG00000227517	LINC01483
ENSG00000227518	NA
ENSG00000227519	NA
ENSG00000227521	NA
ENSG00000227523	NA
ENSG00000227525	NA
ENSG00000227526	NA
ENSG00000227527	NA
ENSG00000227528	DIAPH3-AS1
ENSG00000227529	NA
ENSG00000227531	LOC105376219
ENSG00000227532	NA
ENSG00000227533	SLC2A1-AS1
ENSG00000227534	NA
ENSG00000227535	NA
ENSG00000227536	NA
ENSG00000227537	NA
ENSG00000227538	NA
ENSG00000227540	DNAJC9-AS1
ENSG00000227541	NA
ENSG00000227542	NA
ENSG00000227543	SPAG5-AS1
ENSG00000227544	LOC100506725
ENSG00000227545	NA
ENSG00000227547	NA
ENSG00000227549	NA
ENSG00000227550	NA
ENSG00000227551	USP17L12
ENSG00000227552	NA
ENSG00000227554	NA
ENSG00000227555	MIR4290HG
ENSG00000227556	NA
ENSG00000227557	NA
ENSG00000227558	NA
ENSG00000227559	HCG14
ENSG00000227560	NA
ENSG00000227562	NA
ENSG00000227563	NA
ENSG00000227564	LINC00376
ENSG00000227565	NFKBIL1
ENSG00000227567	APOM
